Month,Day,Year,Day,Time,AM/PM,Show Name,Title,Season,Episode,Rating,New?,Description
5,20,2018,Sunday,9:02,PM,777,777,777,777,777,777,777
5,20,2018,Sunday,9:31,PM,Pawn Stars,Can't Pawn Me Love,15,15,PG,N,"Rick travels to an art gallery in the Venetian Hotel to see some monstrously expensive illustrations from the classic children's book, ""Where the Wild Things Are."" Back at the shop, a collection of ultra-rare Beatles vinyl records sends Chum across the universe. Can he work it out with the seller, or will he decide to let it be? Chum warms his buns with an antique hot dog bun warmer, while Rick is frank about an electric hot dog cooker. Later, Rick and Chum can only hope to force the sale of a Princess Leia action figure signed by the late Carrie Fisher."
5,20,2018,Sunday,9:33,PM,777,777,777,777,777,777,777
5,20,2018,Sunday,10:03,PM,Pawn Stars,In the Presence of Greatness,15,23,PG,N,"Rick and Chum grapple with a Batman utility belt toy from the 1960s. Will they be hooked into buying it? A gorgeous Mosrite electric guitar shocks everyone at the shop, but will Corey and the seller be in tune when it comes to making a deal? Rick continues his hunt for ""The Object,"" an item featured in the album art for Led Zeppelin's album ""Presence."" When one that's for sale ends up on his counter, can he be objective about this object of his desire? Later, an autograph book signed by 41 comic book artists draws Corey's attention. Will he sign on the dotted line after drawn out negotiations?"
5,20,2018,Sunday,10:05,PM,777,777,777,777,777,777,777
5,20,2018,Sunday,10:33,PM,Pawn Stars,Revolutionary Rick!,15,13,PG,N,"Rick celebrates the 500th episode of Pawn Stars by spending some capital in our nation's capital. First up is a set of silver spoons made by American patriot Paul Revere. Can Rick cut a deal for this cutlery? Meanwhile, back at the Gold & Silver, things get lit when a talking candle prop from ""H.R. Pufnstuf"" fires things up. Later, a flamingo given away at the opening of the 1946 Las Vegas' Pink Flamingo Hotel is flies in. Will Corey swoop in to peck it up? Finally, back in D.C., Rick gets his hands on two items worth millions of dollars that belonged to THE American forefather, George Washington."
5,20,2018,Sunday,10:35,PM,777,777,777,777,777,777,777
5,20,2018,Sunday,11:03,PM,Pawn Stars,Lock Stock and Two Nickel Barrels,14,15,PG,N,"Hit ""The Big Trail"" with the Pawn Stars when Rick gets offered a rare movie poster for John Wayne's first film. Will the asking price scare Rick off, or will he saddle up anyway? Then, a vintage RC helicopter strikes Rick's fancy. Will their negotiation take flight, or will this deal stay grounded? And later, Chum takes a shot at a couple of nickel plated pistols supposedly made by the most famous gunmaker of the victorian era. Will he meet the seller's high asking price, or stick to his guns and prepare for a negotiating duel?"
5,20,2018,Sunday,11:05,PM,777,777,777,777,777,777,777
5,20,2018,Sunday,11:33,PM,Pawn Stars,Mini Miles,14,22,PG,N,"Schedule a playdate with the Pawn Stars after Rick stumbles upon what could be one of the first Barbie dolls ever made while visiting his good friend, Marie Osmond backstage at her long running Vegas show. Will it turn out to be the real deal or is the seller just playing make believe? Then, Corey can't believe how well Chumlee can drive a tiny amusement park car -- he also can't believe how much the seller wants for it. Later on, a ""Citizen Kane"" production still signed by Orson Welles comes into the shop and it's anyone's guess if a rare $10,000 certificate from 1900 meets the shop's gold standard."
5,20,2018,Sunday,11:34,PM,777,777,777,777,777,777,777
5,21,2018,Monday,12:03,AM ,Pawn Stars,By Land or by Seep,14,13,PG,N,"Get ready to etch this episode into Pawn Stars history. Rick paints himself into a corner when he considers removing six Picasso etchings from a famous illustrated edition of Lysistrata. Then, Chum has to ThunderCats HO!-LD on before making an offer on some vintage toys from the 1980s. And later, second thoughts seep into the minds of Rick and Corey when faced with taking an amphibious Jeep out on the water."
5,21,2018,Monday,12:33,AM ,Pawn Stars,Money to Pawn,14,30,PG,N,"Don't get fooled at the pawn shop when a seller hands Chumlee a thirty dollar bill. Will this curious cash have Chum reaching for his wallet to buy it or will it turn out to be a costly currency that's not worth making a deal? Next, sparks will fly when Rick considers restoring a worse for wear spark plug cleaner made by Albert Champion. Later, Rick hires a small team of experts to draw up a value for a Walt Disney signed copy of The Art of Animation. Will a spoonful of sugar make the deal go down or will a no deal leave Rick singing hakuna matata?"
5,21,2018,Monday,12:34,AM ,777,777,777,777,777,777,777
5,21,2018,Monday,1:03,AM ,Pawn Stars,Pawned and Confused,15,24,PG,N,"A seller drums up excitement for his Led Zeppelin vinyl albums that's music to Rick and Chum's ears. Will they think these records rock enough to roll out some cash? An elaborate 19th century office desk is a formidable piece of furniture. Will Rick move to file it under ""must-haves"", or will he remain stationary? Next up to bat is a game-used base from the 2016 World Series. Will Rick and Corey think it's a steal, or will they walk? Later, Rick takes a trip to see ""The Object,"" an obelisk-shaped item featured on the cover of Led Zeppelin's ""Presence"" album, but will the seller have objections to selling such a rare find?"
5,21,2018,Monday,1:05,AM ,777,777,777,777,777,777,777
5,21,2018,Monday,1:34,AM ,Pawn Stars,Can't Pawn Me Love,15,15,PG,N,"Rick travels to an art gallery in the Venetian Hotel to see some monstrously expensive illustrations from the classic children's book, ""Where the Wild Things Are."" Back at the shop, a collection of ultra-rare Beatles vinyl records sends Chum across the universe. Can he work it out with the seller, or will he decide to let it be? Chum warms his buns with an antique hot dog bun warmer, while Rick is frank about an electric hot dog cooker. Later, Rick and Chum can only hope to force the sale of a Princess Leia action figure signed by the late Carrie Fisher."
5,21,2018,Monday,1:36,AM ,777,777,777,777,777,777,777
5,21,2018,Monday,2:06,AM ,Pawn Stars,In the Presence of Greatness,15,23,PG,N,"Rick and Chum grapple with a Batman utility belt toy from the 1960s. Will they be hooked into buying it? A gorgeous Mosrite electric guitar shocks everyone at the shop, but will Corey and the seller be in tune when it comes to making a deal? Rick continues his hunt for ""The Object,"" an item featured in the album art for Led Zeppelin's album ""Presence."" When one that's for sale ends up on his counter, can he be objective about this object of his desire? Later, an autograph book signed by 41 comic book artists draws Corey's attention. Will he sign on the dotted line after drawn out negotiations?"
5,21,2018,Monday,2:08,AM ,777,777,777,777,777,777,777
5,21,2018,Monday,2:35,AM ,Pawn Stars,Revolutionary Rick!,15,13,PG,N,"Rick celebrates the 500th episode of Pawn Stars by spending some capital in our nation's capital. First up is a set of silver spoons made by American patriot Paul Revere. Can Rick cut a deal for this cutlery? Meanwhile, back at the Gold & Silver, things get lit when a talking candle prop from ""H.R. Pufnstuf"" fires things up. Later, a flamingo given away at the opening of the 1946 Las Vegas' Pink Flamingo Hotel is flies in. Will Corey swoop in to peck it up? Finally, back in D.C., Rick gets his hands on two items worth millions of dollars that belonged to THE American forefather, George Washington."
5,21,2018,Monday,2:37,AM ,777,777,777,777,777,777,777
5,21,2018,Monday,3:04,AM ,Pawn Stars,Lock Stock and Two Nickel Barrels,14,15,PG,N,"Hit ""The Big Trail"" with the Pawn Stars when Rick gets offered a rare movie poster for John Wayne's first film. Will the asking price scare Rick off, or will he saddle up anyway? Then, a vintage RC helicopter strikes Rick's fancy. Will their negotiation take flight, or will this deal stay grounded? And later, Chum takes a shot at a couple of nickel plated pistols supposedly made by the most famous gunmaker of the victorian era. Will he meet the seller's high asking price, or stick to his guns and prepare for a negotiating duel?"
5,21,2018,Monday,3:06,AM ,777,777,777,777,777,777,777
5,21,2018,Monday,3:33,AM ,Pawn Stars,Mini Miles,14,22,PG,N,"Schedule a playdate with the Pawn Stars after Rick stumbles upon what could be one of the first Barbie dolls ever made while visiting his good friend, Marie Osmond backstage at her long running Vegas show. Will it turn out to be the real deal or is the seller just playing make believe? Then, Corey can't believe how well Chumlee can drive a tiny amusement park car -- he also can't believe how much the seller wants for it. Later on, a ""Citizen Kane"" production still signed by Orson Welles comes into the shop and it's anyone's guess if a rare $10,000 certificate from 1900 meets the shop's gold standard."
5,21,2018,Monday,3:34,AM ,777,777,777,777,777,777,777
5,21,2018,Monday,4:02,AM ,888,888,888,888,888,888,888
5,21,2018,Monday,4:30,AM ,888,888,888,888,888,888,888
5,21,2018,Monday,5:00,AM ,888,888,888,888,888,888,888
5,21,2018,Monday,5:30,AM ,888,888,888,888,888,888,888
5,21,2018,Monday,6:00,AM ,888,888,888,888,888,888,888
5,21,2018,Monday,6:30,AM ,888,888,888,888,888,888,888
5,21,2018,Monday,7:00,AM ,Modern Marvels,Deliver It,15,14,PG,N,"Got something strange to deliver? From pizza to packages, we'll show you how it's packed, labeled and shipped. Head down the highway carrying gigantic wind turbine blades. See how UPS got China's invaluable terra cotta warriors to a Los Angeles art museum. Deliver luxury yachts aboard a submersible carrier ship. Ride to the track with prized thoroughbreds on their own special jet. Want dinner and a movie? Sounds like a visit to Netflix headquarters and Papa John's Pizza. Ride radical with bike messengers in New York City, and deliver a donor kidney to a waiting hospital. Take a tour of the UPS Worldport hub in Louisville, Kentucky, a mammoth center with delivery docks for 100 jets, and handles 1.2 million packages a day."
5,21,2018,Monday,8:00,AM ,American Pickers,Super Scooter,1,2,PG,N,"Flying solo in Northern Iowa, Mike comes across the ""Goat Man"" and combs through his amazing, hidden-away property of junk-filled fields and buses. An Illinois couple's home proves to be a collector's paradise. The boys work on a prolific car collector who's reluctant to sell. Danielle uncovers a pricey, one-of-a-kind Vespa passenger scooter. And, following their instincts, the guys meet a gracious 84-year-old woman who opens the doors to her untouched collections."
5,21,2018,Monday,9:00,AM ,American Pickers,A Banner Pick,3,1,PG,N,"While picking in Pennsylvania, Danielle sends the guys to Bushkill Park--a century-old amusement park that's seen much better days. Hoping to eventually renovate and reopen, owner Neil is motivated to sell just about anything. And, after stepping back in time and playing in the old funhouse, Mike spies a couple of rare vintage sideshow banners. Also in this episode... Deb wants husband Tom to clear out his sprawling collections so they can enjoy their retirement on the road in their RV. But he's reluctant to sell his prized possessions. Later, in New York City, the guys meet an expert who has shocking news about Mike's new circus posters. In Staten Island, a cavernous abandoned storage unit yields plenty of carnival keepsakes."
5,21,2018,Monday,10:00,AM ,American Pickers,"Guitars, Guns, and Gears",7,5,PG,N,Mike comes across a 150 year old Martin guitar which just might be the big ticket item he's been searching for. A rifle toting homeowner's property is off limits until the guys do some fast talking. Danielle gets a vintage Indian motor appraised and keeps her fingers crossed for a major profit.
5,21,2018,Monday,11:00,AM ,American Pickers,California Gold Mine,8,6,PG,N,"Freestyling in Los Angeles, Mike and Frank tail a vintage steam car to an auto shop where they uncover an acre of unbelievable junk. Packed with oddball artifacts, the guys stumble upon a salvage yard turned prop shop. Later, the guys meet Cecil, a man who has built himself a rustic little Western town and filled it with amazing stuff."
5,21,2018,Monday,12:00,PM,American Pickers,The Royal Risk,9,1,14,N,"In South Florida, the guys gain access to Bill's massive stockpile. Then Mike falls for a century-old Royal Pioneer motorbike but balks at the mammoth price tag. Later, the guys assemble a custom Chopper in five minutes flat. But Mike's love affair with the Pioneer bike throws off his game until he prepares to blow the biggest wad of cash he's ever spent!"
5,21,2018,Monday,1:00,PM,American Pickers,The King's Ransom,11,3,PG,N,"Mike and Frank find themselves in paradise when they unearth an elephant, an alligator, and a life-size sculpture of Elvis in rural Vermont. While freestyling in New York, an awesome rusted-out trailer leads to a treasure trove of folk art finds and rare military memorabilia. Back in Iowa, Danielle gets encouraging news from an appraiser, but construction on the store is causing a headache."
5,21,2018,Monday,2:00,PM,American Pickers,Rocket Man,12,5,PG,N,Mike and Frank make a scene when they hit the streets in a one-of-a-kind rocket car.
5,21,2018,Monday,3:00,PM,American Pickers,The Maineiacs,13,6,PG,N,"The guys discover a reclusive octogenarian Maine-iac deep in the north woods, and pay a visit to Timtown--a one-man village with 42 jam-packed buildings."
5,21,2018,Monday,4:00,PM,American Pickers,The Bundle Brothers,13,18,PG,N,"Two brothers are better than one when it comes to negotiating, which has Mike looking to bundle in order to save his bottom line."
5,21,2018,Monday,5:00,PM,American Pickers,Shocked and Loaded,16,5,PG,N,The guys encounter a mad scientist who creates his own lightning and hypnotizes Frank.
5,21,2018,Monday,6:00,PM,American Pickers,Going Down?,16,7,PG,N,"If the guys can't get a mammoth 1929 Roadster safely down a decaying 100-year-old elevator they will be $20,000 in the hole. Plus, Mike uncovers a surprise when he hears hissing coming from beneath an out-of-control collection."
5,21,2018,Monday,7:00,PM,American Pickers,Hello Jell-O,17,4,PG,N,"Mike stumbles on a century-old Jell-O ice cream wagon worth thousands, and Robbie makes a huge offer on an iconic Ford."
5,21,2018,Monday,8:00,PM,American Pickers,Space Ranger,19,6,PG,N,The guys head to Minnesota on a rescue mission to help save the remains of a carnival business from Mother Nature.
5,21,2018,Monday,9:00,PM,American Pickers,Snow Job,19,7,PG,Y,In the middle of a Minnesota blizzard Mike and Frank face the frost to uncover a rare pair of trucks on farmer Jim's spread.
5,21,2018,Monday,10:04,PM,Pawn Stars,Big Fish in a Small Pawn,15,29,PG,Y,"Rick tackles a set of San Francisco 49ers Super Bowl rings, but can he bring the high asking price just a touch down? A speargun used to hunt marine life makes a splash with Corey and Rick, but will they notice anything fishy when they test it out? Chum steps up when a pair of 18th-century shoe protectors walk in the door, but can they get the seller to toe the line? Later, Rick has some interest in a miniature model of the Traders Bank of Canada. Will he become invested, or decide to withdraw?"
5,21,2018,Monday,10:34,PM,Pawn Stars: Pumped Up,Highly Explosive Pawn,2,28,PG,Y,"(Enhanced.) A seller approaches the Pawn Stars to present them with a past prop from ""Back to the Future, Part II."" Rick feels dated when a creepy chemical company calendar from 1900 crosses his desk. It's all hands on deck when a British Navy gunpowder bucket blasts into the shop. Will Rick scoop it up, or send it overboard? Later, a belt owned by country music legend Merle Haggard takes things up a notch."
5,21,2018,Monday,11:04,PM,Pawn Stars,The Pistol Is Mightier Than the Sword,15,28,PG,N,"Rick takes a stab at a sword with an attached pistol from the 1700s. Will he hit the bullseye or shoot himself in the foot? A portrait of legendary film and theater actor John Barrymore takes center stage, but will it perform well with Rick and Chum? Later, Rick is pointed to an antique navigational timepiece used by ships in the 19th century. Is he destined to buy it, or will he lose his way? Corey gets revved up over a 1969 Harley motorbike, but will he tire of it too soon?"
5,21,2018,Monday,11:34,PM,Pawn Stars,Double Your Pawn,13,5,PG,N,"Giddy up with the Pawn Stars when early Western film star Harry Carey's collection of nearly 200 celebrity autographs lassos into the shop. Will Rick make a bonanza of an offer or ride the deal off into the sunset? Next, a 1900s Wrigley Gum vending machine pops in to the shop. Will Corey double his fun or find it's lost its flavor? Then, a measuring device known as a railroad equilibristat chugs in. Can Rick lay down an offer or will he derail negotiations? And later, a 1960s Jimmy Jet toy zooms in. Will Chum land on a price or will he steer off course?"
5,22,2018,Tuesday,12:03,AM ,American Pickers,Space Ranger,19,6,PG,N,The guys head to Minnesota on a rescue mission to help save the remains of a carnival business from Mother Nature.
5,22,2018,Tuesday,1:03,AM ,American Pickers,Snow Job,19,7,PG,N,In the middle of a Minnesota blizzard Mike and Frank face the frost to uncover a rare pair of trucks on farmer Jim's spread.
5,22,2018,Tuesday,2:07,AM ,Pawn Stars,Big Fish in a Small Pawn,15,29,PG,Y,"Rick tackles a set of San Francisco 49ers Super Bowl rings, but can he bring the high asking price just a touch down? A speargun used to hunt marine life makes a splash with Corey and Rick, but will they notice anything fishy when they test it out? Chum steps up when a pair of 18th-century shoe protectors walk in the door, but can they get the seller to toe the line? Later, Rick has some interest in a miniature model of the Traders Bank of Canada. Will he become invested, or decide to withdraw?"
5,22,2018,Tuesday,2:36,AM ,Pawn Stars: Pumped Up,Highly Explosive Pawn,2,28,PG,Y,"(Enhanced.) A seller approaches the Pawn Stars to present them with a past prop from ""Back to the Future, Part II."" Rick feels dated when a creepy chemical company calendar from 1900 crosses his desk. It's all hands on deck when a British Navy gunpowder bucket blasts into the shop. Will Rick scoop it up, or send it overboard? Later, a belt owned by country music legend Merle Haggard takes things up a notch."
5,22,2018,Tuesday,3:05,AM ,Pawn Stars,The Pistol Is Mightier Than the Sword,15,28,PG,N,"Rick takes a stab at a sword with an attached pistol from the 1700s. Will he hit the bullseye or shoot himself in the foot? A portrait of legendary film and theater actor John Barrymore takes center stage, but will it perform well with Rick and Chum? Later, Rick is pointed to an antique navigational timepiece used by ships in the 19th century. Is he destined to buy it, or will he lose his way? Corey gets revved up over a 1969 Harley motorbike, but will he tire of it too soon?"
5,22,2018,Tuesday,3:34,AM ,Pawn Stars,Double Your Pawn,13,5,PG,N,"Giddy up with the Pawn Stars when early Western film star Harry Carey's collection of nearly 200 celebrity autographs lassos into the shop. Will Rick make a bonanza of an offer or ride the deal off into the sunset? Next, a 1900s Wrigley Gum vending machine pops in to the shop. Will Corey double his fun or find it's lost its flavor? Then, a measuring device known as a railroad equilibristat chugs in. Can Rick lay down an offer or will he derail negotiations? And later, a 1960s Jimmy Jet toy zooms in. Will Chum land on a price or will he steer off course?"
5,22,2018,Tuesday,4:02,AM ,888,888,888,888,888,888,888
5,22,2018,Tuesday,4:30,AM ,888,888,888,888,888,888,888
5,22,2018,Tuesday,5:00,AM ,888,888,888,888,888,888,888
5,22,2018,Tuesday,5:30,AM ,888,888,888,888,888,888,888
5,22,2018,Tuesday,6:00,AM ,888,888,888,888,888,888,888
5,22,2018,Tuesday,6:30,AM ,888,888,888,888,888,888,888
5,22,2018,Tuesday,7:00,AM ,Ancient Discoveries,Chinese Warfare,1,7,PG,N,"Many of the modern military innovations we take for granted all stem from ancient China. It was the Chinese who invented gunpowder, and in the tenth century the Chinese created a substance that allegedly powered flame throwers and ancient rockets. From automated crossbows to siege machines able to fire over 3,000 yards, we uncover the secrets of China's most awe-inspiring weaponry. Amongst many fascinating stories, we uncover insights into the legendary rotating crossbow and the Cloud Bridge Siege Engine that was used to transport hundreds of troops to the battlefield. We will recreate some of China's legendary battlefield creations to see how the designs would have fared in combat."
5,22,2018,Tuesday,8:00,AM ,Ancient Discoveries,Machines of the Gods,1,3,PG,N,"Gods and religion played an extremely important role in antiquity. The problem with so many religions being worshipped by the Greeks and Romans was how would the priests of these temples pay for their upkeep? Great scholars such as Philon, Ctesibius and Heron were patronized by the temples to create ""magic"". In return, they created intriguing and mind blowing objects. It was a heavy mix of religion and science. One of the most famous illusions was found in Alexandria at the temple of Serapis, where an iron chariot was suspended in mid air. It appeared to be the work of the gods."
5,22,2018,Tuesday,9:00,AM ,Ancient Discoveries,Ancient Special Forces,3,15,PG,N,"Discover the ancient Roman navy SEAL technique of capturing enemy ships from underwater and replicate the feat with a champion free-diver who will work with ancient tools underwater on one breath for six minutes. We attempt to solve one of History's greatest mysteries, the tactics of ancient Roman war dog units; we meet a historically savage breed of dog--the Mastiff--that may have been used on the battlefields of antiquity. Learn the secrets of the samurai sword--how it was made and how it became the most legendary blade in History. Finally, we build and test an ancient Horro--a Japanese device that could protect a galloping cavalryman from arrow fire, yet was only made from a billowing layer of thin silk."
5,22,2018,Tuesday,10:00,AM ,Ancient Discoveries,Siege of Troy,1,1,PG,N,"For 3000 years the Siege of Troy has remained steeped in mystery. Journey with us to the site in Turkey believed to be the location of the real Troy, as we analyze one of the world's greatest historical battlegrounds for new clues. This program takes us behind the Troy celebrated by Hollywood to uncover fascinating evidence in regard to Achilles' duel against Hector, the sailing of the vast Mycenaean fleet and the wooden horse of Troy. Watch as we apply modern technology, archaeology and engineering to uncover the real story behind the legend of Troy."
5,22,2018,Tuesday,11:00,AM ,Forged in Fire: Knife or Death,The Last Samurai,1,1,PG,N,"In this new series hosted by Bill Goldberg, America's top bladesmiths, martial artists, and weapons experts face off in the most extreme knife competition ever created. With hand-forged, custom-made, and historical blades, each competitor must stab, slice, and chop through a grueling gauntlet of challenges designed to test their blades and their blade-wielding skills. Will the age-old Samurai technique carry one competitor to victory? Will the ancient Kopis sword survive the course? Or will America's historical Bowie knife prevail? The final two competitors will go head to head on the daunting final course -- ""Dead Run."" Who will advance for the chance to win the $20,000 grand prize and be crowned Knife or Death Champion?"
5,22,2018,Tuesday,12:00,PM,Forged in Fire: Knife or Death,Super Smash Bros.,1,4,PG,N,"Experienced blade smiths, martial artists, and weapons experts bring their custom built blades to a series of grueling challenges that push their skills and their weapons to the limit. Does the Celtiberian Ring Pommel Knife stand a chance against the course? Or will the Medieval Bastard Sword prove its mettle? And can an underdog finally surpass his longtime blade-sport opponent? The top two competitors advance to take on the punishing final course -- ""Dead Run."" Only one will earn a spot in the grand finale with a chance to be crowned Knife or Death Champion and take home the $20,000 prize."
5,22,2018,Tuesday,1:00,PM,Forged in Fire: Knife or Death,A Fish Called Lifeline,1,3,PG,N,"Expert bladesmiths, martial artists, and a competition cutting champion bring their best edged-weapons to chop, stab, and slice through an exhausting set of challenges built to push blades and blade-wielding skills to the limit. Can the curved Egyptian Khopesh take a competitor straight to victory? Or will the Viking Seax put the other blades to shame? And whose weapon will fail before they can even take their first swing? Only the top two competitors will face off on the grueling final course - ""Dead Run."" The last blade left standing will have a chance to be crowned Knife or Death Champion and win the $20,000 grand prize."
5,22,2018,Tuesday,2:00,PM,Forged in Fire: Knife or Death,All the Barong Moves,1,2,PG,N,"Bladesmiths, martial arts experts, and even a butcher must use their custom made, historical weapons to slice, stab, and chop their way through a series of punishing challenges built to test weapons and competitors alike. Can an elite knife thrower hold onto his Nepalese Kukri and out wield his competition? Will the course overwhelm a 100-year-old Barong? Or will the hand-forged Falcata come out on top? The top two competitors will advance to face the ultimate final course -- ""Dead Run."" Only one will have a chance to win the $20,000 grand prize and be crowned Knife or Death Champion."
5,22,2018,Tuesday,3:00,PM,Forged in Fire: Knife or Death,The Kukri Monster,1,5,PG,N,"America's top blade smiths, martial artists, and even a stuntman bring their hand-made, historical weapons to chop, slice, and stab through taxing challenges that test their skills and blades. Can one competitor show that his antique Barong was made to last? Will a Kukri/Bowie hybrid prove that two blade styles are better than one? Will the season's youngest bladesmith surprise or get cut down? The final two competitors will face off on the dreaded final course -- ""Dead Run."" Only one moves on to the grand finale for the chance to win $20,000 and be crowned Knife or Death Champion."
5,22,2018,Tuesday,4:00,PM,Forged in Fire,Deer Horn Knives,4,2,PG,N,"Four bladesmiths tee up for a never-before-seen challenge when they must harvest the steel from a vintage golf club to forge their signature blade. In a race against the clock, and using unconventional methods, the competitors navigate broken blades and broken spirits to determine which make the cut. In the final round, the remaining smiths must forge a pair of iconic double bladed weapons with two times the edge, in their last attempt to claim the title of Forged in Fire Champion."
5,22,2018,Tuesday,5:00,PM,Forged in Fire,Tabar-Shishpar,4,20,PG,N,"Four bladesmiths have a monkey wrench thrown into the competition, literally, when they are asked to forge blades in their signature style from pipe wrenches. Which parts of the wrench get used and which should get thrown away as the clock ticks down? Ultimately only two competitors' pipe dreams stay alive as they advance into the final round where they must recreate an extremely rare axe-mace hybrid, known as the Tabar Shish-par. With $10,000 on the line, which bladesmith will persevere and produce a weapon worthy of being crowned Forged in Fire champion?"
5,22,2018,Tuesday,6:00,PM,Forged in Fire,The Kachin Dao,4,14,PG,N,"This competition isn't smooth sailing as the four bladesmiths must use steel from old nautical equipment to forge weld their signature blade, while being forced to do it using a metal inlay technique. After two turbulent rounds, two smiths propel to the final round where they have just five days to forge the Kachin Dao, a deadly headhunting sword. It's sink or swim as only one can rise above the tide to be named the Forged in Fire Champion."
5,22,2018,Tuesday,7:00,PM,Forged in Fire,Sica Sword,5,3,PG,N,"The smiths get locked and loaded to forge a signature blade out of a 50-caliber flintlock pistol. Despite giving it their best shot, it's a struggle turning a gun into a blade and after two grueling rounds two smiths are sent barreling towards elimination. In the final round, the remaining competitors must recreate a lethal gladiator sword, the Sica, and its unique construction poses the final challenge in their attempt to crush the competition and take home the title of Forged In Fire Champion."
5,22,2018,Tuesday,8:00,PM,Forged in Fire: Cutting Deeper,The German Halberd,2,61,PG,Y,"(Enhanced.) The pressure is on as the Smiths are tasked with forging Dave Baker's favorite blade, the Scottish Dirk. Can they master the difficult design of this weapon, and live up to the high expectations of their expert judge? With a sharp edge over the competition, two smiths head home for the final round to recreate the German Halberd, a medieval era triple threat. Which smith will stake their claim as Forged In Fire Champion and hook in the $10,000 prize?"
5,22,2018,Tuesday,9:00,PM,Forged in Fire,The Two-Handed Sword,5,11,PG,Y,"The bladesmiths are forced to harvest steel from motorcycles to forge blades in their signature style, and things don't go according to plan. After an intense race to the finish, the final two competitors have only five days to recreate a giant Indian two-handed sword. Which competitor has the drive to become the next Forged In Fire Champion, and who will be left in the dust?"
5,22,2018,Tuesday,10:03,PM,Forged in Fire: Knife or Death,Last Action Hero,1,6,PG,Y,"In the epic season finale, the bladesmiths, martial artists, and knife thrower who survived the intimidating course are back to prove their skills in the winner-take-all final showdown. This time their blades will have to be twice as fierce to endure the bigger, badder, and tougher challenges they'll face. Will it be a Kukri that ends up a cut above? Can the Medieval Longsword outlast the rest? Or will the classic Chopper cut all the others down to size? The fastest two will go head to head on the souped-up grand finale ""Dead Run"" course. And only one can be left standing as the first Knife or Death Champion and take home the $20,000 grand prize."
5,22,2018,Tuesday,11:03,PM,Forged in Fire,The Charay,4,9,PG,N,"The competitors must demonstrate edged-weapon mastery when they are tasked with turning salvaged junkyard steel into a weapon. Pressured by the ticking clock, each smith turns in a finished blade in their signature style, but after a round of brutal testing, only two forge ahead to the final round to recreate the legendary Charay sword. Which bladesmith will salvage a win and claim the title of Forged in Fire champion?"
5,23,2018,Wednesday,12:03,AM ,Forged in Fire: Cutting Deeper,The German Halberd,2,61,PG,Y,"(Enhanced.) The pressure is on as the Smiths are tasked with forging Dave Baker's favorite blade, the Scottish Dirk. Can they master the difficult design of this weapon, and live up to the high expectations of their expert judge? With a sharp edge over the competition, two smiths head home for the final round to recreate the German Halberd, a medieval era triple threat. Which smith will stake their claim as Forged In Fire Champion and hook in the $10,000 prize?"
5,23,2018,Wednesday,1:03,AM ,Forged in Fire,The Two-Handed Sword,5,11,PG,Y,"The bladesmiths are forced to harvest steel from motorcycles to forge blades in their signature style, and things don't go according to plan. After an intense race to the finish, the final two competitors have only five days to recreate a giant Indian two-handed sword. Which competitor has the drive to become the next Forged In Fire Champion, and who will be left in the dust?"
5,23,2018,Wednesday,2:06,AM ,Forged in Fire: Knife or Death,Last Action Hero,1,6,PG,Y,"In the epic season finale, the bladesmiths, martial artists, and knife thrower who survived the intimidating course are back to prove their skills in the winner-take-all final showdown. This time their blades will have to be twice as fierce to endure the bigger, badder, and tougher challenges they'll face. Will it be a Kukri that ends up a cut above? Can the Medieval Longsword outlast the rest? Or will the classic Chopper cut all the others down to size? The fastest two will go head to head on the souped-up grand finale ""Dead Run"" course. And only one can be left standing as the first Knife or Death Champion and take home the $20,000 grand prize."
5,23,2018,Wednesday,3:04,AM ,Forged in Fire,The Charay,4,9,PG,N,"The competitors must demonstrate edged-weapon mastery when they are tasked with turning salvaged junkyard steel into a weapon. Pressured by the ticking clock, each smith turns in a finished blade in their signature style, but after a round of brutal testing, only two forge ahead to the final round to recreate the legendary Charay sword. Which bladesmith will salvage a win and claim the title of Forged in Fire champion?"
5,23,2018,Wednesday,4:02,AM ,888,888,888,888,888,888,888
5,23,2018,Wednesday,4:30,AM ,888,888,888,888,888,888,888
5,23,2018,Wednesday,5:00,AM ,888,888,888,888,888,888,888
5,23,2018,Wednesday,5:30,AM ,888,888,888,888,888,888,888
5,23,2018,Wednesday,6:00,AM ,888,888,888,888,888,888,888
5,23,2018,Wednesday,6:30,AM ,888,888,888,888,888,888,888
5,23,2018,Wednesday,7:00,AM ,Battle 360,Bloody Santa Cruz,1,4,PG,N,"Part two of the deadly saga of the Solomons plays out at the Santa Cruz Islands. In one terrible day of vicious combat, Enterprise loses her sister ship USS Hornet and suffers dozens of casualties as bombs nail her flight deck. When the smoke clears, Enterprise is the only American carrier left in the Pacific. For the U.S. Navy at Santa Cruz, survival becomes the ultimate battle."
5,23,2018,Wednesday,8:00,AM ,Special,High Hitler,998,998,PG,N,"Adolf Hitler dreamt of creating a master race, but achieved a Holocaust--the murder of millions of Jews and those deemed physical or mental defects. But the F hrer, an appalling hypochondriac, abused laxatives and suffered from stomach cramps and embarrassing flatulence. And that was just the start! When he committed suicide in 1945, the great dictator was frail with tremors and a shuffling walk--a feeble condition concealed from the world. We explore the relationship between Hitler and his personal physician, Dr. Theodore Morell. How did amphetamine abuse, Parkinson's Disease, and tertiary syphilis impact on his state of mind?"
